C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_029.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_029.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_029.jpg, 0, 0, 0, 5.167064E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_153.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_153.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_153.jpg, 0, 0, 0, 5.133135E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_268.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_268.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_268.jpg, 0, 0, 0, 5.128758E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_371.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_371.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_371.jpg, 0, 0, 0, 5.186124E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_490.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_490.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_490.jpg, 0, 0, 0, 5.167126E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_602.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_602.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_602.jpg, 0, 0, 0, 5.213172E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_710.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_710.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_710.jpg, 0, 0, 0, 5.156259E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_821.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_821.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_821.jpg, 0, 0, 0, 5.349858E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_15_961.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_15_961.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_15_961.jpg, 0, 0, 0, 5.18627E-05
C:\Users\alfa\Desktop\Data\IMG\center_2022_08_30_10_06_16_071.jpg, C:\Users\alfa\Desktop\Data\IMG\left_2022_08_30_10_06_16_071.jpg, C:\Users\alfa\Desktop\Data\IMG\right_2022_08_30_10_06_16_071.jpg, 0, 0, 0, 5.178141E-05
